"Chr"	"start_max"	"end_max"	"Id"	"score"	"strand"	"condition"	"Cluster_Shape"
"161...1200"	8	563287	563417	"CNAG_03283b"	0	"+"	"STAT 30"	"NA"
"119...1201"	8	563287	563417	"CNAG_03283bc"	0	"+"	"EXPO 37"	"Sharp"
"129...1202"	8	563287	563417	"CNAG_03283bcd"	0	"+"	"STAT 37"	"Broad"
"166...1203"	8	573362	573492	"CNAG_03289"	0	"+"	"EXPO 30"	"Sharp"
"162...1204"	8	573362	573492	"CNAG_03289b"	0	"+"	"STAT 30"	"Sharp"
"120...1205"	8	573362	573492	"CNAG_03289bc"	0	"+"	"EXPO 37"	"Sharp"
"130...1206"	8	573362	573492	"CNAG_03289bcd"	0	"+"	"STAT 37"	"Sharp"
"531...1207"	8	578065	578195	"CNAG_03290"	0	"-"	"EXPO 30"	"Broad"
"517...1208"	8	578042	578172	"CNAG_03290b"	0	"-"	"STAT 30"	"Broad"
"401...1209"	8	578042	578172	"CNAG_03290bc"	0	"-"	"EXPO 37"	"Broad"
"426...1210"	8	578042	578172	"CNAG_03290bcd"	0	"-"	"STAT 37"	"Broad"
"163...1211"	8	585000	585130	"CNAG_03293"	0	"+"	"STAT 30"	"Broad"
"532...1212"	8	596323	596453	"CNAG_03297"	0	"-"	"EXPO 30"	"NA"
"518...1213"	8	596323	596453	"CNAG_03297b"	0	"-"	"STAT 30"	"NA"
"402...1214"	8	596323	596453	"CNAG_03297bc"	0	"-"	"EXPO 37"	"NA"
"533...1215"	8	597410	597540	"CNAG_03298"	0	"-"	"EXPO 30"	"NA"
"519...1216"	8	597410	597540	"CNAG_03298b"	0	"-"	"STAT 30"	"NA"
"403...1217"	8	597410	597540	"CNAG_03298bc"	0	"-"	"EXPO 37"	"Sharp"
"427...1218"	8	597410	597540	"CNAG_03298bcd"	0	"-"	"STAT 37"	"Sharp"
"534...1219"	8	603519	603649	"CNAG_03301"	0	"-"	"EXPO 30"	"Broad"
"520...1220"	8	603521	603651	"CNAG_03301b"	0	"-"	"STAT 30"	"Broad"
"404...1221"	8	603521	603651	"CNAG_03301bc"	0	"-"	"EXPO 37"	"Broad"
"164...1222"	8	605933	606063	"CNAG_03303"	0	"+"	"STAT 30"	"NA"
"121...1223"	8	605933	606063	"CNAG_03303b"	0	"+"	"EXPO 37"	"Sharp"
"428...1224"	8	621411	621541	"CNAG_03309"	0	"-"	"STAT 37"	"Broad"
"535...1225"	8	633176	633306	"CNAG_03315"	0	"-"	"EXPO 30"	"Broad"
"521...1226"	8	633176	633306	"CNAG_03315b"	0	"-"	"STAT 30"	"Broad"
"405...1227"	8	633176	633306	"CNAG_03315bc"	0	"-"	"EXPO 37"	"Broad"
"429...1228"	8	633176	633306	"CNAG_03315bcd"	0	"-"	"STAT 37"	"Broad"
"167...1229"	8	633352	633482	"CNAG_03316"	0	"+"	"EXPO 30"	"Broad"
"122...1230"	8	633352	633482	"CNAG_03316b"	0	"+"	"EXPO 37"	"Broad"
"536...1231"	8	648115	648245	"CNAG_03322"	0	"-"	"EXPO 30"	"Broad"
"168...1232"	8	648375	648505	"CNAG_03323"	0	"+"	"EXPO 30"	"NA"
"123...1233"	8	648375	648505	"CNAG_03323b"	0	"+"	"EXPO 37"	"NA"
"131...1234"	8	648375	648505	"CNAG_03323bc"	0	"+"	"STAT 37"	"NA"
"165...1235"	8	678165	678295	"CNAG_03336"	0	"+"	"STAT 30"	"Broad"
"537...1236"	8	704183	704313	"CNAG_03345"	0	"-"	"EXPO 30"	"Broad"
"522...1237"	8	704183	704313	"CNAG_03345b"	0	"-"	"STAT 30"	"Broad"
"406...1238"	8	704183	704313	"CNAG_03345bc"	0	"-"	"EXPO 37"	"Broad"
"430...1239"	8	704183	704313	"CNAG_03345bcd"	0	"-"	"STAT 37"	"Broad"
"431...1240"	8	721351	721481	"CNAG_03349"	0	"-"	"STAT 37"	"Sharp"
"407...1241"	8	744006	744136	"CNAG_03358"	0	"-"	"EXPO 37"	"Broad"
"432...1242"	8	744006	744136	"CNAG_03358b"	0	"-"	"STAT 37"	"Broad"
"169...1243"	8	744099	744229	"CNAG_03359"	0	"+"	"EXPO 30"	"Broad"
"166...1244"	8	744099	744229	"CNAG_03359b"	0	"+"	"STAT 30"	"Broad"
"124...1245"	8	744099	744229	"CNAG_03359bc"	0	"+"	"EXPO 37"	"Broad"
"170...1246"	8	744972	745102	"CNAG_03360"	0	"+"	"EXPO 30"	"Sharp"
"132...1247"	8	753848	753978	"CNAG_03365"	0	"+"	"STAT 37"	"Broad"
"171...1248"	8	788205	788335	"CNAG_03373"	0	"+"	"EXPO 30"	"NA"
"167...1249"	8	788205	788335	"CNAG_03373b"	0	"+"	"STAT 30"	"NA"
"125...1250"	8	788205	788335	"CNAG_03373bc"	0	"+"	"EXPO 37"	"NA"
"133...1251"	8	788205	788335	"CNAG_03373bcd"	0	"+"	"STAT 37"	"NA"
"172...1252"	8	789827	789957	"CNAG_03375"	0	"+"	"EXPO 30"	"NA"
"126...1253"	8	789827	789957	"CNAG_03375b"	0	"+"	"EXPO 37"	"NA"
"134...1254"	8	789827	789957	"CNAG_03375bc"	0	"+"	"STAT 37"	"Sharp"
"168...1255"	8	796425	796555	"CNAG_03378"	0	"+"	"STAT 30"	"Broad"
"135...1256"	8	809139	809269	"CNAG_03383"	0	"+"	"STAT 37"	"Broad"
"173...1257"	8	813457	813587	"CNAG_03385"	0	"+"	"EXPO 30"	"NA"
"136...1258"	8	813457	813587	"CNAG_03385b"	0	"+"	"STAT 37"	"NA"
"538...1259"	8	823634	823764	"CNAG_03388"	0	"-"	"EXPO 30"	"Broad"
"539...1260"	8	854915	855045	"CNAG_03399"	0	"-"	"EXPO 30"	"Broad"
"174...1261"	8	879514	879644	"CNAG_03408"	0	"+"	"EXPO 30"	"Sharp"
"169...1262"	8	879514	879644	"CNAG_03408b"	0	"+"	"STAT 30"	"Broad"
"127...1263"	8	879514	879644	"CNAG_03408bc"	0	"+"	"EXPO 37"	"Broad"
"137...1264"	8	879514	879644	"CNAG_03408bcd"	0	"+"	"STAT 37"	"Broad"
"175...1265"	8	903173	903303	"CNAG_03419"	0	"+"	"EXPO 30"	"NA"
"170...1266"	8	903173	903303	"CNAG_03419b"	0	"+"	"STAT 30"	"Broad"
"128...1267"	8	903173	903303	"CNAG_03419bc"	0	"+"	"EXPO 37"	"Broad"
"138...1268"	8	903173	903303	"CNAG_03419bcd"	0	"+"	"STAT 37"	"Broad"
"523...1269"	8	951753	951883	"CNAG_03438"	0	"-"	"STAT 30"	"Broad"
"433...1270"	8	951743	951873	"CNAG_03438b"	0	"-"	"STAT 37"	"Broad"
"540...1271"	8	956411	956541	"CNAG_03439"	0	"-"	"EXPO 30"	"NA"
"408...1272"	8	956411	956541	"CNAG_03439b"	0	"-"	"EXPO 37"	"Broad"
"541...1273"	8	973899	974029	"CNAG_03448"	0	"-"	"EXPO 30"	"Broad"
"434...1274"	8	1002615	1002745	"CNAG_03458"	0	"-"	"STAT 37"	"Broad"
"171...1275"	8	1061455	1061585	"CNAG_03478"	0	"+"	"STAT 30"	"Broad"
"129...1276"	8	1105980	1106110	"CNAG_03495"	0	"+"	"EXPO 37"	"Broad"
"542...1277"	8	1171253	1171383	"CNAG_03517"	0	"-"	"EXPO 30"	"Broad"
"524...1278"	8	1171253	1171383	"CNAG_03517b"	0	"-"	"STAT 30"	"Broad"
"409...1279"	8	1171253	1171383	"CNAG_03517bc"	0	"-"	"EXPO 37"	"NA"
"176...1280"	8	1198135	1198265	"CNAG_03528"	0	"+"	"EXPO 30"	"Broad"
"172...1281"	8	1198135	1198265	"CNAG_03528b"	0	"+"	"STAT 30"	"NA"
"177...1282"	8	1238022	1238152	"CNAG_03543"	0	"+"	"EXPO 30"	"Broad"
"173...1283"	8	1238022	1238152	"CNAG_03543b"	0	"+"	"STAT 30"	"Broad"
"139...1284"	8	1238022	1238152	"CNAG_03543bc"	0	"+"	"STAT 37"	"Broad"
"178...1285"	8	1242177	1242307	"CNAG_03544"	0	"+"	"EXPO 30"	"Broad"
"174...1286"	8	1242177	1242307	"CNAG_03544b"	0	"+"	"STAT 30"	"Broad"
"130...1287"	8	1242177	1242307	"CNAG_03544bc"	0	"+"	"EXPO 37"	"Broad"
"140...1288"	8	1242177	1242307	"CNAG_03544bcd"	0	"+"	"STAT 37"	"Broad"
"175...1289"	8	1304765	1304895	"CNAG_03572"	0	"+"	"STAT 30"	"Broad"
"131...1290"	8	1304765	1304895	"CNAG_03572b"	0	"+"	"EXPO 37"	"Sharp"
"141...1291"	8	1304765	1304895	"CNAG_03572bc"	0	"+"	"STAT 37"	"Broad"
"525...1292"	8	1319710	1319840	"CNAG_03577"	0	"-"	"STAT 30"	"NA"
"435...1293"	8	1319710	1319840	"CNAG_03577b"	0	"-"	"STAT 37"	"NA"
"543...1294"	8	1352874	1353004	"CNAG_03589"	0	"-"	"EXPO 30"	"Sharp"
"526...1295"	8	1352874	1353004	"CNAG_03589b"	0	"-"	"STAT 30"	"Sharp"
"410...1296"	8	1352874	1353004	"CNAG_03589bc"	0	"-"	"EXPO 37"	"Broad"
"436...1297"	8	1352874	1353004	"CNAG_03589bcd"	0	"-"	"STAT 37"	"Sharp"
"544...1298"	2	289963	290093	"CNAG_03596"	0	"-"	"EXPO 30"	"NA"
"527...1299"	2	289963	290093	"CNAG_03596b"	0	"-"	"STAT 30"	"NA"
"437...1300"	2	289963	290093	"CNAG_03596bc"	0	"-"	"STAT 37"	"NA"
"179...1301"	2	319198	319328	"CNAG_03606"	0	"+"	"EXPO 30"	"Broad"
"132...1302"	2	319198	319328	"CNAG_03606b"	0	"+"	"EXPO 37"	"Broad"
"142...1303"	2	319198	319328	"CNAG_03606bc"	0	"+"	"STAT 37"	"Broad"
"411...1304"	2	362453	362583	"CNAG_03621"	0	"-"	"EXPO 37"	"Broad"
"180...1305"	2	383241	383371	"CNAG_03627"	0	"+"	"EXPO 30"	"NA"
"176...1306"	2	383241	383371	"CNAG_03627b"	0	"+"	"STAT 30"	"Broad"
"133...1307"	2	383241	383371	"CNAG_03627bc"	0	"+"	"EXPO 37"	"Sharp"
"143...1308"	2	383241	383371	"CNAG_03627bcd"	0	"+"	"STAT 37"	"Broad"
"545...1309"	2	389652	389782	"CNAG_03629"	0	"-"	"EXPO 30"	"NA"
"528...1310"	2	389652	389782	"CNAG_03629b"	0	"-"	"STAT 30"	"NA"
"412...1311"	2	389652	389782	"CNAG_03629bc"	0	"-"	"EXPO 37"	"NA"
"438...1312"	2	389652	389782	"CNAG_03629bcd"	0	"-"	"STAT 37"	"NA"
"546...1313"	2	392276	392406	"CNAG_03631"	0	"-"	"EXPO 30"	"Broad"
"529...1314"	2	392276	392406	"CNAG_03631b"	0	"-"	"STAT 30"	"Broad"
"413...1315"	2	392276	392406	"CNAG_03631bc"	0	"-"	"EXPO 37"	"Broad"
"439...1316"	2	392276	392406	"CNAG_03631bcd"	0	"-"	"STAT 37"	"Broad"
"181...1317"	2	472615	472745	"CNAG_03662"	0	"+"	"EXPO 30"	"NA"
"177...1318"	2	472615	472745	"CNAG_03662b"	0	"+"	"STAT 30"	"NA"
"547...1319"	2	484775	484905	"CNAG_03666"	0	"-"	"EXPO 30"	"Broad"
"530...1320"	2	484775	484905	"CNAG_03666b"	0	"-"	"STAT 30"	"Broad"
"440...1321"	2	484775	484905	"CNAG_03666bc"	0	"-"	"STAT 37"	"NA"
"531...1322"	2	486078	486208	"CNAG_03667"	0	"-"	"STAT 30"	"Broad"
"414...1323"	2	486078	486208	"CNAG_03667b"	0	"-"	"EXPO 37"	"Broad"
"441...1324"	2	486061	486191	"CNAG_03667bc"	0	"-"	"STAT 37"	"Broad"
"182...1325"	2	512300	512430	"CNAG_03677"	0	"+"	"EXPO 30"	"NA"
"134...1326"	2	512300	512430	"CNAG_03677b"	0	"+"	"EXPO 37"	"NA"
"144...1327"	2	512300	512430	"CNAG_03677bc"	0	"+"	"STAT 37"	"Broad"
"532...1328"	2	536546	536676	"CNAG_03688"	0	"-"	"STAT 30"	"Broad"
"183...1329"	2	577561	577691	"CNAG_03705"	0	"+"	"EXPO 30"	"NA"
"178...1330"	2	577552	577682	"CNAG_03705b"	0	"+"	"STAT 30"	"Broad"
"135...1331"	2	577552	577682	"CNAG_03705bc"	0	"+"	"EXPO 37"	"Broad"
"145...1332"	2	577552	577682	"CNAG_03705bcd"	0	"+"	"STAT 37"	"Broad"
"184...1333"	2	579122	579252	"CNAG_03706"	0	"+"	"EXPO 30"	"NA"
"179...1334"	2	579122	579252	"CNAG_03706b"	0	"+"	"STAT 30"	"NA"
"533...1335"	2	622756	622886	"CNAG_03721"	0	"-"	"STAT 30"	"Broad"
"442...1336"	2	622756	622886	"CNAG_03721b"	0	"-"	"STAT 37"	"Broad"
"185...1337"	2	622875	623005	"CNAG_03722"	0	"+"	"EXPO 30"	"Broad"
"180...1338"	2	622875	623005	"CNAG_03722b"	0	"+"	"STAT 30"	"Broad"
"136...1339"	2	622875	623005	"CNAG_03722bc"	0	"+"	"EXPO 37"	"Broad"
"146...1340"	2	622875	623005	"CNAG_03722bcd"	0	"+"	"STAT 37"	"Broad"
"186...1341"	2	632240	632370	"CNAG_03726"	0	"+"	"EXPO 30"	"Broad"
"181...1342"	2	632259	632389	"CNAG_03726b"	0	"+"	"STAT 30"	"Broad"
"137...1343"	2	632259	632389	"CNAG_03726bc"	0	"+"	"EXPO 37"	"Broad"
"147...1344"	2	632259	632389	"CNAG_03726bcd"	0	"+"	"STAT 37"	"Broad"
"534...1345"	2	668435	668565	"CNAG_03738"	0	"-"	"STAT 30"	"Broad"
"443...1346"	2	668435	668565	"CNAG_03738b"	0	"-"	"STAT 37"	"NA"
"187...1347"	2	668619	668749	"CNAG_03739"	0	"+"	"EXPO 30"	"NA"
"182...1348"	2	668619	668749	"CNAG_03739b"	0	"+"	"STAT 30"	"Sharp"
"138...1349"	2	668619	668749	"CNAG_03739bc"	0	"+"	"EXPO 37"	"NA"
"148...1350"	2	668619	668749	"CNAG_03739bcd"	0	"+"	"STAT 37"	"NA"
"535...1351"	2	687394	687524	"CNAG_03747"	0	"-"	"STAT 30"	"NA"
"444...1352"	2	687394	687524	"CNAG_03747b"	0	"-"	"STAT 37"	"NA"
"548...1353"	2	708483	708613	"CNAG_03753"	0	"-"	"EXPO 30"	"NA"
"549...1354"	2	726247	726377	"CNAG_03759"	0	"-"	"EXPO 30"	"Sharp"
"188...1355"	2	747460	747590	"CNAG_03765"	0	"+"	"EXPO 30"	"Broad"
"183...1356"	2	747460	747590	"CNAG_03765b"	0	"+"	"STAT 30"	"Broad"
"149...1357"	2	747460	747590	"CNAG_03765bc"	0	"+"	"STAT 37"	"Broad"
"189...1358"	2	765390	765520	"CNAG_03769"	0	"+"	"EXPO 30"	"NA"
"550...1359"	2	786891	787021	"CNAG_03775"	0	"-"	"EXPO 30"	"Broad"
"536...1360"	2	786885	787015	"CNAG_03775b"	0	"-"	"STAT 30"	"Broad"
"415...1361"	2	786885	787015	"CNAG_03775bc"	0	"-"	"EXPO 37"	"Broad"
"445...1362"	2	786889	787019	"CNAG_03775bcd"	0	"-"	"STAT 37"	"Broad"
"416...1363"	2	797304	797434	"CNAG_03779"	0	"-"	"EXPO 37"	"Broad"
"190...1364"	2	797532	797662	"CNAG_03780"	0	"+"	"EXPO 30"	"Sharp"
"184...1365"	2	797532	797662	"CNAG_03780b"	0	"+"	"STAT 30"	"Sharp"
"139...1366"	2	797532	797662	"CNAG_03780bc"	0	"+"	"EXPO 37"	"Sharp"
"150...1367"	2	797532	797662	"CNAG_03780bcd"	0	"+"	"STAT 37"	"Sharp"
"417...1368"	2	813641	813771	"CNAG_03785"	0	"-"	"EXPO 37"	"NA"
"551...1369"	2	827513	827643	"CNAG_03791"	0	"-"	"EXPO 30"	"Broad"
"191...1370"	2	829655	829785	"CNAG_03793"	0	"+"	"EXPO 30"	"Broad"
"185...1371"	2	829655	829785	"CNAG_03793b"	0	"+"	"STAT 30"	"Broad"
"192...1372"	2	904929	905059	"CNAG_03810"	0	"+"	"EXPO 30"	"NA"
"186...1373"	2	904929	905059	"CNAG_03810b"	0	"+"	"STAT 30"	"Broad"
"140...1374"	2	904929	905059	"CNAG_03810bc"	0	"+"	"EXPO 37"	"Broad"
"151...1375"	2	904929	905059	"CNAG_03810bcd"	0	"+"	"STAT 37"	"Broad"
"152...1376"	2	911455	911585	"CNAG_03813"	0	"+"	"STAT 37"	"Broad"
"552...1377"	2	913251	913381	"CNAG_03814"	0	"-"	"EXPO 30"	"Broad"
"537...1378"	2	913255	913385	"CNAG_03814b"	0	"-"	"STAT 30"	"Broad"
"553...1379"	2	927570	927700	"CNAG_03820"	0	"-"	"EXPO 30"	"Broad"
"538...1380"	2	927570	927700	"CNAG_03820b"	0	"-"	"STAT 30"	"Broad"
"418...1381"	2	927570	927700	"CNAG_03820bc"	0	"-"	"EXPO 37"	"Broad"
"446...1382"	2	927570	927700	"CNAG_03820bcd"	0	"-"	"STAT 37"	"Broad"
"554...1383"	2	936628	936758	"CNAG_03824"	0	"-"	"EXPO 30"	"NA"
"447...1384"	2	936628	936758	"CNAG_03824b"	0	"-"	"STAT 37"	"Broad"
"448...1385"	2	970487	970617	"CNAG_03837"	0	"-"	"STAT 37"	"Sharp"
"555...1386"	2	977431	977561	"CNAG_03839"	0	"-"	"EXPO 30"	"Sharp"
"419...1387"	2	977431	977561	"CNAG_03839b"	0	"-"	"EXPO 37"	"Sharp"
"449...1388"	2	1016637	1016767	"CNAG_03853"	0	"-"	"STAT 37"	"Broad"
"153...1389"	2	1020732	1020862	"CNAG_03856"	0	"+"	"STAT 37"	"Broad"
"556...1390"	2	1040441	1040571	"CNAG_03864"	0	"-"	"EXPO 30"	"Broad"
"193...1391"	2	1040566	1040696	"CNAG_03865"	0	"+"	"EXPO 30"	"NA"
"187...1392"	2	1040566	1040696	"CNAG_03865b"	0	"+"	"STAT 30"	"Broad"
"141...1393"	2	1040566	1040696	"CNAG_03865bc"	0	"+"	"EXPO 37"	"Broad"
"154...1394"	2	1040566	1040696	"CNAG_03865bcd"	0	"+"	"STAT 37"	"Broad"
"557...1395"	2	1058752	1058882	"CNAG_03873"	0	"-"	"EXPO 30"	"Broad"
"420...1396"	2	1058752	1058882	"CNAG_03873b"	0	"-"	"EXPO 37"	"Broad"
"450...1397"	2	1058752	1058882	"CNAG_03873bc"	0	"-"	"STAT 37"	"Broad"
"558...1398"	2	1100289	1100419	"CNAG_03887"	0	"-"	"EXPO 30"	"Broad"
"539...1399"	2	1100287	1100417	"CNAG_03887b"	0	"-"	"STAT 30"	"Broad"
"421...1400"	2	1100287	1100417	"CNAG_03887bc"	0	"-"	"EXPO 37"	"Broad"
"559...1401"	2	1111482	1111612	"CNAG_03891"	0	"-"	"EXPO 30"	"Broad"
"540...1402"	2	1111482	1111612	"CNAG_03891b"	0	"-"	"STAT 30"	"Sharp"
"194...1403"	2	1111571	1111701	"CNAG_03892"	0	"+"	"EXPO 30"	"NA"
"188...1404"	2	1111571	1111701	"CNAG_03892b"	0	"+"	"STAT 30"	"Broad"
"142...1405"	2	1111571	1111701	"CNAG_03892bc"	0	"+"	"EXPO 37"	"Broad"
"155...1406"	2	1111571	1111701	"CNAG_03892bcd"	0	"+"	"STAT 37"	"Sharp"
"560...1407"	2	1146994	1147124	"CNAG_03904"	0	"-"	"EXPO 30"	"Broad"
"451...1408"	2	1146980	1147110	"CNAG_03904b"	0	"-"	"STAT 37"	"Broad"
"541...1409"	2	1181166	1181296	"CNAG_03916"	0	"-"	"STAT 30"	"Broad"
"422...1410"	2	1181166	1181296	"CNAG_03916b"	0	"-"	"EXPO 37"	"Broad"
"452...1411"	2	1181166	1181296	"CNAG_03916bc"	0	"-"	"STAT 37"	"Broad"
"195...1412"	2	1269524	1269654	"CNAG_03954"	0	"+"	"EXPO 30"	"Broad"
"189...1413"	2	1269524	1269654	"CNAG_03954b"	0	"+"	"STAT 30"	"Broad"
"156...1414"	2	1269524	1269654	"CNAG_03954bc"	0	"+"	"STAT 37"	"Broad"
"542...1415"	2	1275975	1276105	"CNAG_03957"	0	"-"	"STAT 30"	"Sharp"
"423...1416"	2	1275975	1276105	"CNAG_03957b"	0	"-"	"EXPO 37"	"Sharp"
"453...1417"	2	1275975	1276105	"CNAG_03957bc"	0	"-"	"STAT 37"	"Sharp"
"196...1418"	2	1277599	1277729	"CNAG_03959"	0	"+"	"EXPO 30"	"NA"
"190...1419"	2	1277599	1277729	"CNAG_03959b"	0	"+"	"STAT 30"	"Broad"
"143...1420"	2	1277599	1277729	"CNAG_03959bc"	0	"+"	"EXPO 37"	"NA"
"157...1421"	2	1277606	1277736	"CNAG_03959bcd"	0	"+"	"STAT 37"	"Broad"
"197...1422"	2	1282412	1282542	"CNAG_03961"	0	"+"	"EXPO 30"	"Broad"
"561...1423"	2	1299247	1299377	"CNAG_03968"	0	"-"	"EXPO 30"	"Broad"
"454...1424"	2	1299247	1299377	"CNAG_03968b"	0	"-"	"STAT 37"	"Broad"
"158...1425"	2	1309931	1310061	"CNAG_03974"	0	"+"	"STAT 37"	"Broad"
"562...1426"	2	1315096	1315226	"CNAG_03975"	0	"-"	"EXPO 30"	"NA"
"543...1427"	2	1315096	1315226	"CNAG_03975b"	0	"-"	"STAT 30"	"Broad"
"455...1428"	2	1315096	1315226	"CNAG_03975bc"	0	"-"	"STAT 37"	"Broad"
"198...1429"	2	1315178	1315308	"CNAG_03976"	0	"+"	"EXPO 30"	"Broad"
"563...1430"	2	1332254	1332384	"CNAG_03983"	0	"-"	"EXPO 30"	"Broad"
"544...1431"	2	1332254	1332384	"CNAG_03983b"	0	"-"	"STAT 30"	"Broad"
"424...1432"	2	1332254	1332384	"CNAG_03983bc"	0	"-"	"EXPO 37"	"Broad"
"456...1433"	2	1332250	1332380	"CNAG_03983bcd"	0	"-"	"STAT 37"	"Broad"
"199...1434"	2	1374251	1374381	"CNAG_04004"	0	"+"	"EXPO 30"	"Broad"
"191...1435"	2	1374251	1374381	"CNAG_04004b"	0	"+"	"STAT 30"	"Broad"
"144...1436"	2	1374251	1374381	"CNAG_04004bc"	0	"+"	"EXPO 37"	"Broad"
"159...1437"	2	1374251	1374381	"CNAG_04004bcd"	0	"+"	"STAT 37"	"Broad"
"200...1438"	2	1394812	1394942	"CNAG_04011"	0	"+"	"EXPO 30"	"Sharp"
"192...1439"	2	1394812	1394942	"CNAG_04011b"	0	"+"	"STAT 30"	"NA"
"145...1440"	2	1394812	1394942	"CNAG_04011bc"	0	"+"	"EXPO 37"	"NA"
"160...1441"	2	1394812	1394942	"CNAG_04011bcd"	0	"+"	"STAT 37"	"NA"
"564...1442"	2	1403639	1403769	"CNAG_04014"	0	"-"	"EXPO 30"	"Broad"
"201...1443"	2	1417410	1417540	"CNAG_04021"	0	"+"	"EXPO 30"	"Broad"
"193...1444"	2	1417410	1417540	"CNAG_04021b"	0	"+"	"STAT 30"	"Broad"
"146...1445"	2	1417410	1417540	"CNAG_04021bc"	0	"+"	"EXPO 37"	"Broad"
"161...1446"	2	1417410	1417540	"CNAG_04021bcd"	0	"+"	"STAT 37"	"Broad"
"565...1447"	2	1438757	1438887	"CNAG_04027"	0	"-"	"EXPO 30"	"Sharp"
"425...1448"	2	1438757	1438887	"CNAG_04027b"	0	"-"	"EXPO 37"	"Sharp"
"457...1449"	2	1438757	1438887	"CNAG_04027bc"	0	"-"	"STAT 37"	"Sharp"
"194...1450"	2	1439563	1439693	"CNAG_04028"	0	"+"	"STAT 30"	"NA"
"147...1451"	2	1439563	1439693	"CNAG_04028b"	0	"+"	"EXPO 37"	"NA"
"162...1452"	2	1439563	1439693	"CNAG_04028bc"	0	"+"	"STAT 37"	"NA"
"566...1453"	2	1450605	1450735	"CNAG_04032"	0	"-"	"EXPO 30"	"NA"
"163...1454"	2	1471760	1471890	"CNAG_04039"	0	"+"	"STAT 37"	"NA"
"545...1455"	2	1487024	1487154	"CNAG_04044"	0	"-"	"STAT 30"	"Broad"
"458...1456"	2	1487024	1487154	"CNAG_04044b"	0	"-"	"STAT 37"	"Broad"
"567...1457"	2	1498426	1498556	"CNAG_04050"	0	"-"	"EXPO 30"	"Broad"
"459...1458"	2	1498426	1498556	"CNAG_04050b"	0	"-"	"STAT 37"	"Broad"
"202...1459"	2	1508320	1508450	"CNAG_04054"	0	"+"	"EXPO 30"	"Broad"
"195...1460"	2	1508320	1508450	"CNAG_04054b"	0	"+"	"STAT 30"	"Broad"
"148...1461"	2	1508320	1508450	"CNAG_04054bc"	0	"+"	"EXPO 37"	"NA"
"164...1462"	2	1508320	1508450	"CNAG_04054bcd"	0	"+"	"STAT 37"	"NA"
"568...1463"	2	1535257	1535387	"CNAG_04064"	0	"-"	"EXPO 30"	"Broad"
"426...1464"	2	1535257	1535387	"CNAG_04064b"	0	"-"	"EXPO 37"	"Broad"
"546...1465"	2	1537220	1537350	"CNAG_04066"	0	"-"	"STAT 30"	"Broad"
"460...1466"	2	1537212	1537342	"CNAG_04066b"	0	"-"	"STAT 37"	"Sharp"
"547...1467"	2	1540543	1540673	"CNAG_04068"	0	"-"	"STAT 30"	"NA"
"427...1468"	2	1540543	1540673	"CNAG_04068b"	0	"-"	"EXPO 37"	"Broad"
"461...1469"	2	1540543	1540673	"CNAG_04068bc"	0	"-"	"STAT 37"	"Broad"
"548...1470"	2	1551667	1551797	"CNAG_04071"	0	"-"	"STAT 30"	"Broad"
"428...1471"	2	1551665	1551795	"CNAG_04071b"	0	"-"	"EXPO 37"	"Broad"
"462...1472"	2	1551661	1551791	"CNAG_04071bc"	0	"-"	"STAT 37"	"Broad"
"196...1473"	2	1565546	1565676	"CNAG_04076"	0	"+"	"STAT 30"	"Broad"
"149...1474"	2	1565546	1565676	"CNAG_04076b"	0	"+"	"EXPO 37"	"Broad"
"549...1475"	2	1567059	1567189	"CNAG_04077"	0	"-"	"STAT 30"	"Broad"
"203...1476"	2	1573107	1573237	"CNAG_04080"	0	"+"	"EXPO 30"	"Broad"
"197...1477"	2	1573103	1573233	"CNAG_04080b"	0	"+"	"STAT 30"	"Broad"
"150...1478"	2	1573103	1573233	"CNAG_04080bc"	0	"+"	"EXPO 37"	"Broad"
"165...1479"	2	1573103	1573233	"CNAG_04080bcd"	0	"+"	"STAT 37"	"Broad"
"204...1480"	2	1575225	1575355	"CNAG_04082"	0	"+"	"EXPO 30"	"Broad"
"569...1481"	9	21741	21871	"CNAG_04106"	0	"-"	"EXPO 30"	"Broad"
"550...1482"	9	21741	21871	"CNAG_04106b"	0	"-"	"STAT 30"	"Broad"
"463...1483"	9	21741	21871	"CNAG_04106bc"	0	"-"	"STAT 37"	"Broad"
"205...1484"	9	21930	22060	"CNAG_04107"	0	"+"	"EXPO 30"	"NA"
"198...1485"	9	28901	29031	"CNAG_04110"	0	"+"	"STAT 30"	"NA"
"206...1486"	9	33641	33771	"CNAG_04112"	0	"+"	"EXPO 30"	"NA"
"199...1487"	9	33650	33780	"CNAG_04112b"	0	"+"	"STAT 30"	"Broad"
"207...1488"	9	40547	40677	"CNAG_04114"	0	"+"	"EXPO 30"	"Broad"
"200...1489"	9	40542	40672	"CNAG_04114b"	0	"+"	"STAT 30"	"Broad"
"151...1490"	9	40542	40672	"CNAG_04114bc"	0	"+"	"EXPO 37"	"Broad"
"166...1491"	9	40547	40677	"CNAG_04114bcd"	0	"+"	"STAT 37"	"Broad"
"208...1492"	9	91558	91688	"CNAG_04132"	0	"+"	"EXPO 30"	"Broad"
"201...1493"	9	91556	91686	"CNAG_04132b"	0	"+"	"STAT 30"	"Broad"
"152...1494"	9	91558	91688	"CNAG_04132bc"	0	"+"	"EXPO 37"	"Broad"
